,Unnamed: 0,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand,CLASS,HANDLING_COST_BRIDGE,HANDLING_COST_AWAY,HANDLING_COST_BRIDGE_ON_BUSES,Stand_Take_Time_Away,Stand_Take_Time_Bridge,Stand_Leave_Time_Bridge,Stand_Leave_Time_Away,BRIDGE_CODE,ACTUAL_LEAVE,ACTUAL_TAKE,Стоимость размещения,Минимальная стоимость размещения,Тип обслуживания
516,707,D,17.08.2019 13:25,RL,7515,I,2,CFU,738,189,152,50,Narrow_Body,1250,1495,1625,2019-08-17 12:20:00,2019-08-17 12:35:00,2019-08-17 13:25:00,2019-08-17 13:25:00,ID,2019-08-17 13:25:00,2019-08-17 12:12:00,1940,1850,Телетрап
517,106,D,17.08.2019 13:25,SU,1840,I,3,MSQ,SU9,87,68,25,Regional,1000,1150,1250,2019-08-17 12:35:00,2019-08-17 12:45:00,2019-08-17 13:25:00,2019-08-17 13:25:00,ID,2019-08-17 13:25:00,2019-08-17 12:32:00,1390,1300,Телетрап
518,459,A,17.08.2019 13:25,SU,2033,I,3,BUD,32A,158,154,28,Narrow_Body,1250,1495,1625,2019-08-17 13:25:00,2019-08-17 13:25:00,2019-08-17 14:15:00,2019-08-17 14:30:00,IA,2019-08-17 14:35:00,2019-08-17 13:25:00,1850,1550,Телетрап
519,131,A,17.08.2019 13:25,SU,13,D,1,LED,73H,158,152,129,Narrow_Body,1250,1495,1625,2019-08-17 13:25:00,2019-08-17 13:25:00,2019-08-17 14:15:00,2019-08-17 14:30:00,DA,2019-08-17 14:41:00,2019-08-17 13:25:00,2030,1850,Телетрап
520,411,A,17.08.2019 13:25,SU,1645,D,1,SIP,32A,158,157,202,Narrow_Body,1250,1495,1625,2019-08-17 13:25:00,2019-08-17 13:25:00,2019-08-17 14:15:00,2019-08-17 14:30:00,DA,2019-08-17 14:36:00,2019-08-17 13:25:00,2005,1850,Автобусы
521,320,D,17.08.2019 13:30,SU,1412,D,1,SVX,32A,158,147,118,Narrow_Body,1250,1495,1625,2019-08-17 12:25:00,2019-08-17 12:40:00,2019-08-17 13:30:00,2019-08-17 13:30:00,DD,2019-08-17 13:30:00,2019-08-17 12:16:00,1970,1850,Телетрап
522,297,A,17.08.2019 13:30,SU,1305,D,1,MRV,32A,158,158,206,Narrow_Body,1250,1495,1625,2019-08-17 13:30:00,2019-08-17 13:30:00,2019-08-17 14:20:00,2019-08-17 14:35:00,DA,2019-08-17 14:40:00,2019-08-17 13:30:00,1975,1850,Автобусы
523,556,A,17.08.2019 13:30,SU,2685,I,3,SXF,73H,158,142,31,Narrow_Body,1250,1495,1625,2019-08-17 13:30:00,2019-08-17 13:30:00,2019-08-17 14:20:00,2019-08-17 14:35:00,IA,2019-08-17 14:39:00,2019-08-17 13:30:00,1820,1550,Телетрап
524,732,D,17.08.2019 13:30,EO,167,D,3,LED,E90,110,105,1,Regional,1000,1150,1250,2019-08-17 12:40:00,2019-08-17 12:50:00,2019-08-17 13:30:00,2019-08-17 13:30:00,DD,2019-08-17 13:30:00,2019-08-17 12:35:00,1510,1300,Автобусы
525,1041,D,17.08.2019 13:30,KL,902,I,5,AMS,73W,142,138,36,Narrow_Body,1250,1495,1625,2019-08-17 12:25:00,2019-08-17 12:40:00,2019-08-17 13:30:00,2019-08-17 13:30:00,ID,2019-08-17 13:30:00,2019-08-17 12:21:00,1820,1700,Телетрап
526,729,D,17.08.2019 13:35,AY,716,I,3,HEL,E90,100,80,30,Regional,1000,1150,1250,2019-08-17 12:45:00,2019-08-17 12:55:00,2019-08-17 13:35:00,2019-08-17 13:35:00,ID,2019-08-17 13:35:00,2019-08-17 12:36:00,1570,1300,Телетрап
527,688,A,17.08.2019 13:35,FV,6162,D,3,KGD,73H,189,167,15,Narrow_Body,1250,1495,1625,2019-08-17 13:35:00,2019-08-17 13:35:00,2019-08-17 14:25:00,2019-08-17 14:40:00,DA,2019-08-17 14:39:00,2019-08-17 13:35:00,1670,1550,Телетрап
528,138,D,17.08.2019 13:35,SU,20,D,1,LED,32A,158,155,127,Narrow_Body,1250,1495,1625,2019-08-17 12:30:00,2019-08-17 12:45:00,2019-08-17 13:35:00,2019-08-17 13:35:00,DD,2019-08-17 13:35:00,2019-08-17 12:20:00,2000,1850,Телетрап
529,400,D,17.08.2019 13:35,SU,1628,D,1,SIP,32A,158,152,196,Narrow_Body,1250,1495,1625,2019-08-17 12:30:00,2019-08-17 12:45:00,2019-08-17 13:35:00,2019-08-17 13:35:00,DD,2019-08-17 13:35:00,2019-08-17 12:22:00,2035,1850,Автобусы
530,836,D,17.08.2019 13:40,SU,2582,I,3,LHR,32B,183,181,26,Narrow_Body,1250,1495,1625,2019-08-17 12:35:00,2019-08-17 12:50:00,2019-08-17 13:40:00,2019-08-17 13:40:00,ID,2019-08-17 13:40:00,2019-08-17 12:37:00,1640,1550,Телетрап
531,765,A,17.08.2019 13:40,SU,1139,D,1,AER,32B,183,147,119,Narrow_Body,1250,1495,1625,2019-08-17 13:40:00,2019-08-17 13:40:00,2019-08-17 14:30:00,2019-08-17 14:45:00,DA,2019-08-17 14:55:00,2019-08-17 13:40:00,2000,1850,Телетрап
532,1087,D,17.08.2019 13:40,RL,7525,I,2,GZP,752,224,224,51,Wide_Body,1500,1840,2000,2019-08-17 12:20:00,2019-08-17 12:40:00,2019-08-17 13:40:00,2019-08-17 13:40:00,ID,2019-08-17 13:40:00,2019-08-17 12:16:00,2220,2100,Телетрап
533,383,A,17.08.2019 13:40,SU,1547,D,1,AAQ,32A,158,147,118,Narrow_Body,1250,1495,1625,2019-08-17 13:40:00,2019-08-17 13:40:00,2019-08-17 14:30:00,2019-08-17 14:45:00,DA,2019-08-17 14:54:00,2019-08-17 13:40:00,1970,1850,Телетрап
534,1028,A,17.08.2019 13:45,LO,675,I,5,WAW,E95,112,92,43,Regional,1000,1150,1250,2019-08-17 13:45:00,2019-08-17 13:45:00,2019-08-17 14:25:00,2019-08-17 14:35:00,IA,2019-08-17 14:50:00,2019-08-17 13:45:00,1900,1450,Автобусы
535,260,D,17.08.2019 13:45,SU,1212,D,1,KUF,73H,158,118,194,Narrow_Body,1250,1495,1625,2019-08-17 12:40:00,2019-08-17 12:55:00,2019-08-17 13:45:00,2019-08-17 13:45:00,DD,2019-08-17 13:45:00,2019-08-17 12:33:00,2065,1850,Автобусы
536,177,D,17.08.2019 13:45,SU,1004,D,1,KGD,32A,158,157,210,Narrow_Body,1250,1495,1625,2019-08-17 12:40:00,2019-08-17 12:55:00,2019-08-17 13:45:00,2019-08-17 13:45:00,DD,2019-08-17 13:45:00,2019-08-17 12:35:00,2035,1850,Автобусы
537,882,D,17.08.2019 13:50,N4,1723,I,2,MIR,77W,486,479,56,Wide_Body,1500,1840,2000,2019-08-17 12:30:00,2019-08-17 12:50:00,2019-08-17 13:50:00,2019-08-17 13:50:00,ID,2019-08-17 13:50:00,2019-08-17 12:25:00,2250,2100,Телетрап
538,81,A,17.08.2019 13:50,SU,1391,D,1,SCW,SU9,87,70,191,Regional,1000,1150,1250,2019-08-17 13:50:00,2019-08-17 13:50:00,2019-08-17 14:30:00,2019-08-17 14:40:00,DA,2019-08-17 14:46:00,2019-08-17 13:50:00,1480,1450,Автобусы
539,451,A,17.08.2019 13:50,SU,2011,I,5,PRG,73H,158,138,39,Narrow_Body,1250,1495,1625,2019-08-17 13:50:00,2019-08-17 13:50:00,2019-08-17 14:40:00,2019-08-17 14:55:00,IA,2019-08-17 14:56:00,2019-08-17 13:50:00,1730,1700,Телетрап
540,906,D,17.08.2019 13:55,SU,1312,D,1,MRV,320,140,136,125,Narrow_Body,1250,1495,1625,2019-08-17 12:50:00,2019-08-17 13:05:00,2019-08-17 13:55:00,2019-08-17 13:55:00,DD,2019-08-17 13:55:00,2019-08-17 12:38:00,2060,1850,Телетрап
541,238,A,17.08.2019 13:55,SU,1163,D,1,ROV,32A,158,150,123,Narrow_Body,1250,1495,1625,2019-08-17 13:55:00,2019-08-17 13:55:00,2019-08-17 14:45:00,2019-08-17 15:00:00,DA,2019-08-17 15:08:00,2019-08-17 13:55:00,1940,1850,Телетрап
542,680,A,17.08.2019 13:55,FV,6138,D,3,KRR,73H,189,188,14,Narrow_Body,1250,1495,1625,2019-08-17 13:55:00,2019-08-17 13:55:00,2019-08-17 14:45:00,2019-08-17 15:00:00,DA,2019-08-17 14:58:00,2019-08-17 13:55:00,1640,1550,Телетрап
543,78,D,17.08.2019 13:55,SU,1388,D,1,ULV,SU9,87,44,193,Regional,1000,1150,1250,2019-08-17 13:05:00,2019-08-17 13:15:00,2019-08-17 13:55:00,2019-08-17 13:55:00,DD,2019-08-17 13:55:00,2019-08-17 12:58:00,1525,1450,Автобусы
544,857,D,17.08.2019 13:55,SU,2360,I,5,NCE,321,170,136,6,Narrow_Body,1250,1495,1625,2019-08-17 12:50:00,2019-08-17 13:05:00,2019-08-17 13:55:00,2019-08-17 13:55:00,ID,2019-08-17 13:55:00,2019-08-17 12:42:00,2095,1700,Автобусы
545,326,D,17.08.2019 14:00,SU,1422,D,1,CEK,32A,158,156,203,Narrow_Body,1250,1495,1625,2019-08-17 12:55:00,2019-08-17 13:10:00,2019-08-17 14:00:00,2019-08-17 14:00:00,DD,2019-08-17 14:00:00,2019-08-17 12:49:00,2005,1850,Автобусы
546,866,D,17.08.2019 14:00,KC,276,I,5,ALA,32Q,162,146,2,Narrow_Body,1250,1495,1625,2019-08-17 12:55:00,2019-08-17 13:10:00,2019-08-17 14:00:00,2019-08-17 14:00:00,ID,2019-08-17 14:00:00,2019-08-17 12:50:00,2035,1700,Автобусы
547,373,A,17.08.2019 14:00,SU,1517,D,1,SGC,32A,158,152,122,Narrow_Body,1250,1495,1625,2019-08-17 14:00:00,2019-08-17 14:00:00,2019-08-17 14:50:00,2019-08-17 15:05:00,DA,2019-08-17 15:12:00,2019-08-17 14:00:00,1910,1850,Телетрап
548,366,D,17.08.2019 14:00,SU,1506,D,1,TJM,73H,158,146,131,Narrow_Body,1250,1495,1625,2019-08-17 12:55:00,2019-08-17 13:10:00,2019-08-17 14:00:00,2019-08-17 14:00:00,DD,2019-08-17 14:00:00,2019-08-17 12:43:00,2060,1850,Телетрап
549,1067,A,17.08.2019 14:00,FV,6282,D,3,VVO,773,373,373,16,Wide_Body,1500,1840,2000,2019-08-17 14:00:00,2019-08-17 14:00:00,2019-08-17 15:00:00,2019-08-17 15:20:00,DA,2019-08-17 15:11:00,2019-08-17 14:00:00,1830,1800,Телетрап
550,59,A,17.08.2019 14:05,SU,1361,D,1,RTW,SU9,87,53,210,Regional,1000,1150,1250,2019-08-17 14:05:00,2019-08-17 14:05:00,2019-08-17 14:45:00,2019-08-17 14:55:00,DA,2019-08-17 15:00:00,2019-08-17 14:05:00,1495,1450,Автобусы
551,1081,D,17.08.2019 14:05,RL,7505,I,2,NBE,77W,492,444,78,Wide_Body,1500,1840,2000,2019-08-17 12:45:00,2019-08-17 13:05:00,2019-08-17 14:05:00,2019-08-17 14:05:00,ID,2019-08-17 14:05:00,2019-08-17 12:39:00,3010,2100,Автобусы
552,257,A,17.08.2019 14:05,SU,1209,D,1,KUF,32A,158,150,117,Narrow_Body,1250,1495,1625,2019-08-17 14:05:00,2019-08-17 14:05:00,2019-08-17 14:55:00,2019-08-17 15:10:00,DA,2019-08-17 15:18:00,2019-08-17 14:05:00,1940,1850,Телетрап
553,973,D,17.08.2019 14:05,SU,2458,I,3,CDG,320,140,137,3,Narrow_Body,1250,1495,1625,2019-08-17 13:00:00,2019-08-17 13:15:00,2019-08-17 14:05:00,2019-08-17 14:05:00,ID,2019-08-17 14:05:00,2019-08-17 12:52:00,1975,1550,Автобусы
554,880,D,17.08.2019 14:10,N4,7649,I,2,DJE,772,440,437,77,Wide_Body,1500,1840,2000,2019-08-17 12:50:00,2019-08-17 13:10:00,2019-08-17 14:10:00,2019-08-17 14:10:00,ID,2019-08-17 14:10:00,2019-08-17 12:42:00,2980,2100,Автобусы
555,409,A,17.08.2019 14:10,SU,1641,D,3,OMS,73H,158,127,2,Narrow_Body,1250,1495,1625,2019-08-17 14:10:00,2019-08-17 14:10:00,2019-08-17 15:00:00,2019-08-17 15:15:00,DA,2019-08-17 15:20:00,2019-08-17 14:10:00,1945,1550,Автобусы
556,213,D,17.08.2019 14:10,SU,1124,D,1,AER,32A,158,154,104,Narrow_Body,1250,1495,1625,2019-08-17 13:05:00,2019-08-17 13:20:00,2019-08-17 14:10:00,2019-08-17 14:10:00,DD,2019-08-17 14:10:00,2019-08-17 12:55:00,2065,1850,Автобусы
557,234,A,17.08.2019 14:10,SU,1153,D,1,GDZ,32A,158,143,120,Narrow_Body,1250,1495,1625,2019-08-17 14:10:00,2019-08-17 14:10:00,2019-08-17 15:00:00,2019-08-17 15:15:00,DA,2019-08-17 15:24:00,2019-08-17 14:10:00,1970,1850,Телетрап
558,1071,A,17.08.2019 14:10,FV,6290,D,3,GDX,773,373,359,1,Wide_Body,1500,1840,2000,2019-08-17 14:10:00,2019-08-17 14:10:00,2019-08-17 15:10:00,2019-08-17 15:30:00,DA,2019-08-17 15:35:00,2019-08-17 14:10:00,2515,1800,Автобусы
559,1048,A,17.08.2019 14:15,AF,1044,I,5,CDG,321,212,177,37,Narrow_Body,1250,1495,1625,2019-08-17 14:15:00,2019-08-17 14:15:00,2019-08-17 15:05:00,2019-08-17 15:20:00,IA,2019-08-17 15:20:00,2019-08-17 14:15:00,1700,1700,Телетрап
560,387,A,17.08.2019 14:15,SU,1563,D,1,IKT,73H,158,157,125,Narrow_Body,1250,1495,1625,2019-08-17 14:15:00,2019-08-17 14:15:00,2019-08-17 15:05:00,2019-08-17 15:20:00,DA,2019-08-17 15:32:00,2019-08-17 14:15:00,2060,1850,Телетрап
561,464,D,17.08.2019 14:15,SU,2074,I,5,LCA,73H,158,153,40,Narrow_Body,1250,1495,1625,2019-08-17 13:10:00,2019-08-17 13:25:00,2019-08-17 14:15:00,2019-08-17 14:15:00,ID,2019-08-17 14:15:00,2019-08-17 13:08:00,1760,1700,Телетрап
562,502,A,17.08.2019 14:15,SU,2321,I,3,MUC,32A,158,155,7,Narrow_Body,1250,1495,1625,2019-08-17 14:15:00,2019-08-17 14:15:00,2019-08-17 15:05:00,2019-08-17 15:20:00,IA,2019-08-17 15:28:00,2019-08-17 14:15:00,2035,1550,Автобусы
563,563,D,17.08.2019 14:15,SU,102,I,3,JFK,77W,402,385,21,Wide_Body,1500,1840,2000,2019-08-17 12:55:00,2019-08-17 13:15:00,2019-08-17 14:15:00,2019-08-17 14:15:00,ID,2019-08-17 14:15:00,2019-08-17 13:01:00,1920,1800,Телетрап
564,69,A,17.08.2019 14:20,SU,1371,D,1,EGO,SU9,87,70,200,Regional,1000,1150,1250,2019-08-17 14:20:00,2019-08-17 14:20:00,2019-08-17 15:00:00,2019-08-17 15:10:00,DA,2019-08-17 15:16:00,2019-08-17 14:20:00,1555,1450,Автобусы
565,186,A,17.08.2019 14:20,SU,1043,D,1,OGZ,32A,158,154,130,Narrow_Body,1250,1495,1625,2019-08-17 14:20:00,2019-08-17 14:20:00,2019-08-17 15:10:00,2019-08-17 15:25:00,DA,2019-08-17 15:38:00,2019-08-17 14:20:00,2090,1850,Телетрап
566,270,D,17.08.2019 14:20,SU,1232,D,1,UFA,32A,158,158,126,Narrow_Body,1250,1495,1625,2019-08-17 13:15:00,2019-08-17 13:30:00,2019-08-17 14:20:00,2019-08-17 14:20:00,DD,2019-08-17 14:20:00,2019-08-17 13:02:00,2090,1850,Телетрап
567,645,A,17.08.2019 14:25,N4,184,D,3,MRV,73H,189,152,25,Narrow_Body,1250,1495,1625,2019-08-17 14:25:00,2019-08-17 14:25:00,2019-08-17 15:15:00,2019-08-17 15:30:00,DA,2019-08-17 15:43:00,2019-08-17 14:25:00,2315,1550,Автобусы
568,483,D,17.08.2019 14:25,SU,2154,I,3,DUS,32A,158,156,75,Narrow_Body,1250,1495,1625,2019-08-17 13:20:00,2019-08-17 13:35:00,2019-08-17 14:25:00,2019-08-17 14:25:00,ID,2019-08-17 14:25:00,2019-08-17 13:12:00,2185,1550,Автобусы
569,65,A,17.08.2019 14:25,SU,1367,D,1,STW,SU9,87,84,217,Regional,1000,1150,1250,2019-08-17 14:25:00,2019-08-17 14:25:00,2019-08-17 15:05:00,2019-08-17 15:15:00,DA,2019-08-17 15:20:00,2019-08-17 14:25:00,1600,1600,Автобусы
570,98,D,17.08.2019 14:25,SU,1680,D,1,NBC,SU9,87,76,195,Regional,1000,1150,1250,2019-08-17 13:35:00,2019-08-17 13:45:00,2019-08-17 14:25:00,2019-08-17 14:25:00,DD,2019-08-17 14:25:00,2019-08-17 13:27:00,1585,1450,Автобусы
571,503,D,17.08.2019 14:30,SU,2326,I,3,MUC,32A,158,127,9,Narrow_Body,1250,1495,1625,2019-08-17 13:25:00,2019-08-17 13:40:00,2019-08-17 14:30:00,2019-08-17 14:30:00,ID,2019-08-17 14:30:00,2019-08-17 13:15:00,2035,1550,Автобусы
572,472,D,17.08.2019 14:30,SU,2122,I,3,HER,73H,158,157,13,Narrow_Body,1250,1495,1625,2019-08-17 13:25:00,2019-08-17 13:40:00,2019-08-17 14:30:00,2019-08-17 14:30:00,ID,2019-08-17 14:30:00,2019-08-17 13:15:00,2105,1550,Автобусы
573,964,D,17.08.2019 14:30,SU,2408,I,3,FCO,320,140,130,42,Narrow_Body,1250,1495,1625,2019-08-17 13:25:00,2019-08-17 13:40:00,2019-08-17 14:30:00,2019-08-17 14:30:00,ID,2019-08-17 14:30:00,2019-08-17 13:15:00,2125,1550,Автобусы
574,684,A,17.08.2019 14:30,FV,6142,D,3,SIP,73H,189,189,20,Narrow_Body,1250,1495,1625,2019-08-17 14:30:00,2019-08-17 14:30:00,2019-08-17 15:20:00,2019-08-17 15:35:00,DA,2019-08-17 15:48:00,2019-08-17 14:30:00,2330,1550,Автобусы
575,311,A,17.08.2019 14:30,SU,1401,D,1,SVX,32A,158,151,190,Narrow_Body,1250,1495,1625,2019-08-17 14:30:00,2019-08-17 14:30:00,2019-08-17 15:20:00,2019-08-17 15:35:00,DA,2019-08-17 15:41:00,2019-08-17 14:30:00,1975,1850,Автобусы
576,557,D,17.08.2019 14:35,SU,2694,I,5,AMS,32A,158,152,8,Narrow_Body,1250,1495,1625,2019-08-17 13:30:00,2019-08-17 13:45:00,2019-08-17 14:35:00,2019-08-17 14:35:00,ID,2019-08-17 14:35:00,2019-08-17 13:21:00,2095,1700,Автобусы
577,661,D,17.08.2019 14:35,N4,377,I,2,EVN,73H,189,169,60,Narrow_Body,1250,1495,1625,2019-08-17 13:30:00,2019-08-17 13:45:00,2019-08-17 14:35:00,2019-08-17 14:35:00,ID,2019-08-17 14:35:00,2019-08-17 13:22:00,1940,1850,Телетрап
578,12,A,17.08.2019 14:35,SU,1133,D,1,AER,SU9,87,70,194,Regional,1000,1150,1250,2019-08-17 14:35:00,2019-08-17 14:35:00,2019-08-17 15:15:00,2019-08-17 15:25:00,DA,2019-08-17 15:32:00,2019-08-17 14:35:00,1540,1450,Автобусы
579,1029,D,17.08.2019 14:35,LO,676,I,5,WAW,E95,112,95,45,Regional,1000,1150,1250,2019-08-17 13:45:00,2019-08-17 13:55:00,2019-08-17 14:35:00,2019-08-17 14:35:00,ID,2019-08-17 14:35:00,2019-08-17 13:34:00,1750,1450,Автобусы
580,559,D,17.08.2019 14:40,VN,62,I,3,HAN,789,274,274,29,Wide_Body,1500,1840,2000,2019-08-17 13:20:00,2019-08-17 13:40:00,2019-08-17 14:40:00,2019-08-17 14:40:00,ID,2019-08-17 14:40:00,2019-08-17 13:23:00,2010,1800,Телетрап
581,199,D,17.08.2019 14:40,SU,1104,D,1,KRR,73H,158,109,219,Narrow_Body,1250,1495,1625,2019-08-17 13:35:00,2019-08-17 13:50:00,2019-08-17 14:40:00,2019-08-17 14:40:00,DD,2019-08-17 14:40:00,2019-08-17 13:25:00,2095,1850,Автобусы
582,981,A,17.08.2019 14:40,SU,2571,I,3,LHR,320,140,133,23,Narrow_Body,1250,1495,1625,2019-08-17 14:40:00,2019-08-17 14:40:00,2019-08-17 15:30:00,2019-08-17 15:45:00,IA,2019-08-17 15:42:00,2019-08-17 14:40:00,1610,1550,Телетрап
583,894,A,17.08.2019 14:40,BT,428,I,5,RIX,CS3,145,139,75,Narrow_Body,1250,1495,1625,2019-08-17 14:40:00,2019-08-17 14:40:00,2019-08-17 15:30:00,2019-08-17 15:45:00,IA,2019-08-17 15:53:00,2019-08-17 14:40:00,2215,1700,Автобусы
584,133,A,17.08.2019 14:40,SU,15,D,1,LED,32A,158,156,202,Narrow_Body,1250,1495,1625,2019-08-17 14:40:00,2019-08-17 14:40:00,2019-08-17 15:30:00,2019-08-17 15:45:00,DA,2019-08-17 15:51:00,2019-08-17 14:40:00,2005,1850,Автобусы
585,710,D,17.08.2019 14:45,RL,7545,I,2,GZP,738,189,177,46,Narrow_Body,1250,1495,1625,2019-08-17 13:40:00,2019-08-17 13:55:00,2019-08-17 14:45:00,2019-08-17 14:45:00,ID,2019-08-17 14:45:00,2019-08-17 13:32:00,1940,1850,Телетрап
586,570,A,17.08.2019 14:45,SU,205,I,3,PEK,77W,402,386,19,Wide_Body,1500,1840,2000,2019-08-17 14:45:00,2019-08-17 14:45:00,2019-08-17 15:45:00,2019-08-17 16:05:00,IA,2019-08-17 15:55:00,2019-08-17 14:45:00,1800,1800,Телетрап
587,801,A,17.08.2019 14:45,SU,2053,I,3,TIV,32B,183,147,32,Narrow_Body,1250,1495,1625,2019-08-17 14:45:00,2019-08-17 14:45:00,2019-08-17 15:35:00,2019-08-17 15:50:00,IA,2019-08-17 15:54:00,2019-08-17 14:45:00,1820,1550,Телетрап
588,90,D,17.08.2019 14:45,SU,1434,D,1,MQF,SU9,87,77,207,Regional,1000,1150,1250,2019-08-17 13:55:00,2019-08-17 14:05:00,2019-08-17 14:45:00,2019-08-17 14:45:00,DD,2019-08-17 14:45:00,2019-08-17 13:48:00,1570,1450,Автобусы
589,420,A,17.08.2019 14:50,SU,1759,D,1,VOG,73H,158,127,219,Narrow_Body,1250,1495,1625,2019-08-17 14:50:00,2019-08-17 14:50:00,2019-08-17 15:40:00,2019-08-17 15:55:00,DA,2019-08-17 16:05:00,2019-08-17 14:50:00,2095,1850,Автобусы
590,241,D,17.08.2019 14:50,SU,1174,D,1,ASF,32A,158,146,199,Narrow_Body,1250,1495,1625,2019-08-17 13:45:00,2019-08-17 14:00:00,2019-08-17 14:50:00,2019-08-17 14:50:00,DD,2019-08-17 14:50:00,2019-08-17 13:40:00,2095,1850,Автобусы
591,549,D,17.08.2019 14:50,SU,2628,I,5,BRU,73H,158,157,44,Narrow_Body,1250,1495,1625,2019-08-17 13:45:00,2019-08-17 14:00:00,2019-08-17 14:50:00,2019-08-17 14:50:00,ID,2019-08-17 14:50:00,2019-08-17 13:34:00,2125,1700,Автобусы
592,195,D,17.08.2019 14:50,SU,1078,D,1,IGT,32A,158,115,89,Narrow_Body,1250,1495,1625,2019-08-17 13:45:00,2019-08-17 14:00:00,2019-08-17 14:50:00,2019-08-17 14:50:00,DD,2019-08-17 14:50:00,2019-08-17 13:40:00,1975,1850,Автобусы
593,361,A,17.08.2019 14:50,SU,1499,D,1,GRV,32A,158,158,204,Narrow_Body,1250,1495,1625,2019-08-17 14:50:00,2019-08-17 14:50:00,2019-08-17 15:40:00,2019-08-17 15:55:00,DA,2019-08-17 16:04:00,2019-08-17 14:50:00,2065,1850,Автобусы
594,1078,A,17.08.2019 14:50,FV,6298,D,3,KHV,77W,457,452,8,Wide_Body,1500,1840,2000,2019-08-17 14:50:00,2019-08-17 14:50:00,2019-08-17 15:50:00,2019-08-17 16:10:00,DA,2019-08-17 16:19:00,2019-08-17 14:50:00,2740,1800,Автобусы
595,29,A,17.08.2019 14:55,SU,1231,D,1,UFA,SU9,87,84,115,Regional,1000,1150,1250,2019-08-17 14:55:00,2019-08-17 14:55:00,2019-08-17 15:35:00,2019-08-17 15:45:00,DA,2019-08-17 15:57:00,2019-08-17 14:55:00,1660,1600,Телетрап
596,452,D,17.08.2019 14:55,SU,2014,I,5,PRG,73H,158,145,82,Narrow_Body,1250,1495,1625,2019-08-17 13:50:00,2019-08-17 14:05:00,2019-08-17 14:55:00,2019-08-17 14:55:00,ID,2019-08-17 14:55:00,2019-08-17 13:43:00,2275,1700,Автобусы
597,538,A,17.08.2019 14:55,SU,2537,I,3,DUS,32A,158,137,27,Narrow_Body,1250,1495,1625,2019-08-17 14:55:00,2019-08-17 14:55:00,2019-08-17 15:45:00,2019-08-17 16:00:00,IA,2019-08-17 16:01:00,2019-08-17 14:55:00,1730,1550,Телетрап
598,243,D,17.08.2019 14:55,SU,1182,D,1,VOG,73H,158,149,108,Narrow_Body,1250,1495,1625,2019-08-17 13:50:00,2019-08-17 14:05:00,2019-08-17 14:55:00,2019-08-17 14:55:00,DD,2019-08-17 14:55:00,2019-08-17 13:37:00,2095,1850,Автобусы
599,396,D,17.08.2019 14:55,SU,1624,D,1,SIP,32A,158,127,220,Narrow_Body,1250,1495,1625,2019-08-17 13:50:00,2019-08-17 14:05:00,2019-08-17 14:55:00,2019-08-17 14:55:00,DD,2019-08-17 14:55:00,2019-08-17 13:42:00,2035,1850,Автобусы
600,188,A,17.08.2019 15:00,SU,1053,D,1,MCX,32A,158,127,124,Narrow_Body,1250,1495,1625,2019-08-17 15:00:00,2019-08-17 15:00:00,2019-08-17 15:50:00,2019-08-17 16:05:00,DA,2019-08-17 16:10:00,2019-08-17 15:00:00,1850,1850,Телетрап
601,191,D,17.08.2019 15:00,SU,1058,D,1,MCX,32A,158,97,107,Narrow_Body,1250,1495,1625,2019-08-17 13:55:00,2019-08-17 14:10:00,2019-08-17 15:00:00,2019-08-17 15:00:00,DD,2019-08-17 15:00:00,2019-08-17 13:44:00,2095,1850,Автобусы
602,1018,A,17.08.2019 15:00,FB,651,I,2,BOJ,733,148,119,54,Narrow_Body,1250,1495,1625,2019-08-17 15:00:00,2019-08-17 15:00:00,2019-08-17 15:50:00,2019-08-17 16:05:00,IA,2019-08-17 16:13:00,2019-08-17 15:00:00,1940,1850,Телетрап
603,33,A,17.08.2019 15:00,SU,1287,D,1,ULV,SU9,87,72,207,Regional,1000,1150,1250,2019-08-17 15:00:00,2019-08-17 15:00:00,2019-08-17 15:40:00,2019-08-17 15:50:00,DA,2019-08-17 15:57:00,2019-08-17 15:00:00,1570,1450,Автобусы
604,223,D,17.08.2019 15:00,SU,1142,D,1,AAQ,32A,158,152,127,Narrow_Body,1250,1495,1625,2019-08-17 13:55:00,2019-08-17 14:10:00,2019-08-17 15:00:00,2019-08-17 15:00:00,DD,2019-08-17 15:00:00,2019-08-17 13:45:00,2000,1850,Телетрап
605,1008,A,17.08.2019 15:05,FB,659,I,2,BOJ,320,180,144,50,Narrow_Body,1250,1495,1625,2019-08-17 15:05:00,2019-08-17 15:05:00,2019-08-17 15:55:00,2019-08-17 16:10:00,IA,2019-08-17 16:18:00,2019-08-17 15:05:00,1940,1850,Телетрап
606,423,D,17.08.2019 15:05,SU,1768,D,1,PEE,32A,158,140,116,Narrow_Body,1250,1495,1625,2019-08-17 14:00:00,2019-08-17 14:15:00,2019-08-17 15:05:00,2019-08-17 15:05:00,DD,2019-08-17 15:05:00,2019-08-17 13:52:00,1940,1850,Телетрап
